name,contact,creditCard_number,creditCard_expirationDate,creditCard_cvv,billingAddress_street,billingAddress_city,billingAddress_state,billingAddress_zip,billingAddress_country,device_type,device_model,device_os,browser_name,browser_version,items_name,items_quantity,referrer,isFraudulent
Matthew White,825.526.9274x223,2310187050606769,06/26,523,589 Charles Walk Suite 552,Port Davidchester,New Jersey,36784,French Southern Territories,about,teacher,seat,strong,2,whether,1,https://hutchinson.org/,False
Tamara Ramos,618.929.7489,5181860525450984,11/32,277,907 Johnson Stravenue Suite 898,Browntown,Kentucky,57942,Lao People's Democratic Republic,body,win,late,religious,5,those,5,https://adams.com/,True
Nicholas Mejia,5172545544,2720580456312731,03/28,463,302 Moody Cape Apt. 218,Lake Jasmine,Florida,77819,Moldova,reason,every,door,successful,8,far,5,https://www.rogers.com/,False
Rachel Green,999.255.6679,2696012425722741,07/28,046,425 Sheila Corners,Frankhaven,Indiana,21147,Turkmenistan,nearly,enough,rest,them,2,leg,2,http://www.hendricks.org/,False
Denise Simpson,001-845-560-3235,2557158758288699,10/32,393,995 Rodriguez Manors Apt. 525,South Amanda,Arizona,74511,Philippines,standard,another,agree,group,2,building,1,http://jones.com/,False
Jason Smith,8977641186,2267132272235586,04/32,765,02641 David Track,Deniseton,Connecticut,40704,Indonesia,phone,on,official,so,5,crime,5,http://www.joseph-joyce.org/,False
Amanda Cox,584.574.1261,2285513175628019,07/25,962,47692 Harvey Pass Suite 404,South Emilybury,South Dakota,32749,Argentina,what,country,top,sort,1,scene,1,http://www.gomez.net/,True
Amanda Nixon,001-647-301-1031x78644,2287527031777628,03/32,689,62361 Wilkinson Prairie Suite 354,Lake Jeffreyborough,Idaho,70262,Syrian Arab Republic,forget,former,voice,student,8,why,1,https://www.bennett-crane.com/,True
Timothy Rivera,+1-931-993-1862x380,2299991486575000,01/33,359,52372 Macdonald Expressway Apt. 080,Brandonshire,New Mexico,59571,Australia,indicate,particular,garden,conference,1,assume,2,http://www.perkins-mendez.com/,False
Michelle Hudson,332.643.5875,2250946117486123,01/31,578,671 Kim Hollow,Lake Aaron,Wyoming,81403,Suriname,partner,agreement,success,financial,3,employee,4,https://www.johnson.net/,False
Destiny Smith,465-428-2680x150,2719049475501016,06/30,811,7132 Jason Ferry Apt. 380,New Katherine,Maryland,55337,Gibraltar,another,baby,four,whom,3,doctor,5,http://bowers.net/,True
Stacy Spencer,977.433.1590,2679120930870342,12/26,055,428 Bennett Knoll,Annetteview,Florida,91893,Nigeria,continue,skin,use,mind,2,the,2,https://www.burton.com/,False
Linda Reese,(782)577-6208,2254494195512623,09/26,325,4567 Villanueva Views,Port Jenniferfort,Kansas,87229,Slovakia (Slovak Republic),tree,level,but,staff,6,study,2,http://www.cohen.com/,False
Sean Hamilton,789-718-9588x225,2720081173619151,02/31,723,3414 Nicole Fields Suite 821,Kristinaberg,Florida,17733,Tanzania,each,once,evening,military,4,performance,4,http://lee-lawson.com/,False
Mary Green,955.566.4523x085,5242701987714185,06/27,895,9592 Tracy Brooks,North Lisa,Michigan,62658,Sudan,identify,see,indicate,city,4,near,1,https://www.wagner.org/,True
Roberto Mclean,257-467-4773,2714502088680820,11/27,015,34723 Hernandez Port,North Amanda,North Dakota,76930,Switzerland,one,health,summer,character,2,how,2,https://www.andrews.com/,False
Amy Clements,551-582-3755x27308,2711709110546993,07/33,480,318 Collins Highway,Johnsontown,New York,44041,Turkey,member,democratic,now,whatever,5,up,4,http://wright-hayden.com/,False
Jessica Lopez,652.686.2255x407,2554233162443363,07/29,083,8945 Taylor Dale Suite 116,Johnsonshire,Kansas,71041,Belgium,stage,street,father,money,6,nor,5,https://jackson.com/,True
Linda Booth,445.798.5408,2505375468368784,09/28,027,27177 Wilson Gardens Apt. 767,New Ashley,Rhode Island,03337,Cape Verde,decade,notice,old,despite,7,whose,5,http://www.sellers.org/,False
Julie Stevens,423.688.8843,5172459051658549,03/30,630,43270 Jessica Rapid Apt. 872,Lake Anthony,Mississippi,55219,Turkey,list,administration,meet,dream,1,film,1,https://www.perez.net/,True
Brian Hurst,386-563-7934,2266476691343369,10/27,683,947 Stevenson Pike Apt. 583,Clarkside,Connecticut,38069,Mauritius,person,its,check,he,2,your,3,http://murphy.com/,False
Cynthia Warren,+1-438-934-1388x258,2720757566470720,09/30,933,8177 Johnson Manors,Lake James,Utah,92373,Pakistan,true,whether,yard,develop,1,whom,2,https://www.malone.com/,False
Beverly Martin,490-678-5263,2633830726696678,04/33,819,95475 Anderson Roads,New Katelynfort,Arkansas,03803,Vietnam,argue,girl,spend,particularly,6,especially,2,https://www.yoder-jenkins.com/,True
Roger Caldwell,489-664-6813x26613,2370454033995934,05/28,810,56655 Adams Circles Suite 868,Youngmouth,Alaska,20165,Algeria,concern,quickly,stuff,positive,4,through,5,http://www.dickson.com/,False
Christina Evans,001-222-283-4858x93277,2720280058288088,06/26,920,331 Steele Burgs Apt. 617,Lake Jessicatown,Kentucky,25852,French Polynesia,third,rich,own,actually,7,history,5,http://www.nelson.net/,False
Jasmin Donaldson,+1-225-908-4450,5583758103923915,03/31,744,484 Stewart Views,New Joshua,Massachusetts,89186,Australia,imagine,accept,off,practice,2,four,5,https://reynolds-graves.biz/,False
Edward Whitney,756-465-4718x3203,5420525013395154,04/29,221,9834 Nicole Stravenue Apt. 133,Lake Raymondtown,Oklahoma,80170,Botswana,better,position,bit,fact,5,care,1,http://salazar-chandler.info/,True
Eric Richardson,(580)823-9771x914,2626479531025829,09/33,612,8359 Jennifer Pines,Port Amanda,Montana,33692,Chad,guess,score,year,cover,9,get,5,https://singleton-johnson.com/,True
Gregory Barrett,312.621.3700,2411245296680788,06/32,313,17428 Mary Ramp,Katieberg,Alaska,55765,Central African Republic,should,student,free,anything,7,add,3,http://patterson-cardenas.com/,False
Steven Campbell,(771)233-4578x432,2255023285361226,07/28,628,975 Tina Lights,Robertmouth,Alaska,84314,Cuba,democratic,line,accept,fire,8,fund,4,https://www.woods.info/,True
Alexis Jones,807-860-0191,2474898761011584,11/33,259,129 Green Walk Suite 011,West Davidshire,Oklahoma,82058,Cape Verde,car,late,apply,treatment,4,house,4,http://quinn-leon.com/,True
Melinda Guzman,001-706-319-5501x8010,2703577165680771,12/25,608,181 Diane Road,South Cynthiaton,South Dakota,66366,Heard Island and McDonald Islands,religious,start,performance,Democrat,3,by,1,http://griffin.net/,True
Brian Berger,719.806.7947x515,2708351819476480,03/28,002,0806 Robert Expressway,Port Nancy,Michigan,38353,Cook Islands,clearly,difference,east,traditional,1,tax,4,https://www.pennington.com/,False
Devin Martinez,722-415-6732,2300009532568130,12/29,027,3390 Terri Port,Annabury,Michigan,34011,Maldives,step,expect,meet,later,2,admit,4,http://www.carrillo.net/,True
Michelle Jones,(383)479-7808,2238257416194344,09/27,395,609 Mcdonald Tunnel Suite 300,South Mary,Hawaii,69213,Micronesia,leave,painting,television,event,3,amount,1,http://brown-sanchez.biz/,False
Michelle Huff,(202)916-0856x6859,2538552564692611,10/33,987,4607 Woods Fields Apt. 609,Garciamouth,New York,79567,French Polynesia,include,because,room,how,1,city,5,https://www.buckley.com/,False
Anthony Chase Jr.,001-736-358-1257x784,5571466736979619,10/33,425,7787 Cruz Walk,East Olivia,Kansas,10026,Kazakhstan,window,peace,possible,could,9,father,2,http://reilly.info/,False
Johnny Benitez,699-851-6647x007,2713549959143041,02/33,338,51428 Johnson Overpass,Guzmanbury,Utah,57029,Taiwan,yeah,space,it,these,9,much,4,https://silva.info/,True
Renee Lamb,413-873-1346x0259,2717899116705091,02/31,879,88035 Courtney Expressway,South Abigail,Florida,03958,Syrian Arab Republic,you,develop,community,space,7,sister,4,https://cox.com/,False
Glen Leonard,001-917-651-8268x977,2701721273388537,03/28,222,26220 Jackson Corner,Brittanymouth,Idaho,74378,Saint Pierre and Miquelon,only,four,measure,do,8,detail,5,https://www.herrera.net/,True
Kevin Lozano,+1-222-624-0782x661,2297320853996882,06/30,041,38606 Gray Knoll,Lake Christopher,Missouri,94650,Norway,far,across,religious,activity,3,occur,4,http://www.gutierrez.net/,False
Edward Davidson,341-981-9930x078,2463312626916170,06/24,902,1196 Katherine Mountains Apt. 711,Curtisville,Pennsylvania,44642,Ghana,offer,soon,Mrs,nearly,2,red,3,https://www.phillips-russo.com/,True
Joshua Scott,851.393.0287x1904,2252716894406885,08/31,821,0276 Lisa Hills Apt. 470,West Andrewhaven,Maine,41358,Saint Kitts and Nevis,management,view,thought,beyond,4,north,2,https://le.net/,False
Steven Leach,398-798-2646,2289174622625276,09/27,551,0799 Franklin Stravenue,New Martha,Mississippi,81025,Bahrain,sit,society,kind,lawyer,8,somebody,1,https://dorsey-jimenez.info/,True
Dr. Mario Welch,+1-906-395-8284x084,2527906075844058,11/26,108,97129 Schmitt Views Apt. 903,Johnmouth,Indiana,67745,Macao,attention,role,whether,him,2,successful,4,http://www.manning-horn.info/,False
Jacqueline Cooper,001-887-327-6791x5663,2434649582492027,10/25,597,365 Brown Crossroad,Port Maria,Virginia,34391,Kyrgyz Republic,season,run,husband,physical,4,machine,1,http://mcfarland.com/,True
Robert Chavez,001-327-626-1713x75483,2332116369460539,01/31,614,265 Alvarado Lodge,Port Edwardfurt,Oklahoma,72919,Albania,kind,see,that,sure,9,imagine,2,http://dunlap.net/,False
Timothy Paul,304-605-3216x8968,5581191840909009,02/33,505,580 Griffin Trafficway Apt. 761,Lake Bryan,Virginia,94433,Lithuania,compare,bill,them,cultural,3,letter,1,http://abbott.com/,True
Sean Wilson,+1-827-818-9428x69758,2295420815002290,05/33,630,0571 Hull Viaduct,West Tracymouth,Illinois,91313,Haiti,stock,everyone,above,point,4,huge,3,http://glover.com/,True
Cynthia Bell,+1-635-290-4640x01179,2261868594704777,05/28,445,82219 Foster Falls Apt. 563,Johnsonton,Massachusetts,51593,Guatemala,table,like,call,general,6,knowledge,3,http://www.matthews-day.com/,False
Lisa Hunter,615-878-4265x618,5363548525073670,10/30,380,54045 Morgan Fall,Lake Victoriaport,Montana,53045,Vanuatu,break,figure,son,thought,1,small,3,https://franklin-foster.info/,False
Gerald Gillespie,458-894-7559,5401951253538985,04/31,634,9316 Rivera Rue,North Rachel,New Mexico,80212,New Caledonia,listen,ability,build,day,6,beat,5,https://vasquez.com/,False
Douglas Adams,8755904280,2711568803027434,12/30,180,35865 Justin Spur Suite 091,South Samantha,Arkansas,97448,Mozambique,church,six,subject,fast,5,store,2,http://www.phillips-wilson.biz/,True
Kathleen Schneider,254-747-5408x80562,2270800136220789,10/28,470,929 Williams Burgs Suite 108,Martinview,Wyoming,69289,Cape Verde,build,street,near,its,2,successful,5,http://rodriguez.com/,True
Sergio Smith,918-988-9373x0804,5288341540257714,01/32,704,34506 Livingston Springs Apt. 774,Lake Coreyland,Utah,73789,Malawi,letter,bag,claim,while,8,large,3,https://adams.com/,True
Erin Peterson,(224)272-1522x22256,2247410598791556,07/31,073,7650 White Fords,Port Rodney,South Carolina,07968,Bahamas,husband,not,project,bed,5,commercial,2,http://chapman-mcdonald.biz/,True
Henry Morgan,(807)713-0960x0487,5313848910851255,07/31,293,04939 Eric Fields,Millerburgh,Pennsylvania,37280,Saudi Arabia,maintain,before,method,situation,6,call,4,https://george.com/,False
Brian Glover,+1-287-734-3552x1409,2288568309786841,01/32,410,74310 Nash Route,West Jason,New Hampshire,51738,Guyana,arm,recognize,entire,seven,9,fear,4,http://www.diaz-gray.com/,False
Rebecca Ford,(550)499-8788x3042,2230679117242866,08/30,906,7416 Maria Radial,Port Brookechester,Indiana,94834,Bermuda,part,smile,method,receive,8,of,2,https://parker-hunter.biz/,True
Diana Roberson,(325)394-0987,2259158387015647,04/32,956,83060 Ward Harbors Suite 091,Lake Joanna,Hawaii,43093,Paraguay,administration,change,wait,brother,4,certainly,1,http://www.wagner.com/,True
James Jackson,001-947-979-7490x091,5442850544622312,02/28,621,19586 Lowe Coves,East Michellefurt,Oklahoma,89862,Falkland Islands (Malvinas),response,concern,thing,develop,5,color,1,https://www.doyle.com/,False
Alexander Baker,+1-316-677-4347,2719701073468952,02/31,605,4641 Diana Gardens Apt. 532,Leeton,South Carolina,71089,Bangladesh,production,can,sometimes,hard,5,security,2,http://www.green.net/,True
Vincent Hoffman,(215)670-3620x0742,5586744897114777,02/25,426,134 Rivera Plaza,Daughertyland,North Carolina,74409,North Macedonia,civil,sure,tonight,likely,6,meet,2,http://wallace-porter.com/,True
Sharon Petersen,001-481-594-4742x65371,2707467636417381,07/25,560,702 Barton Prairie Apt. 442,Port Jenniferhaven,Alaska,78384,New Caledonia,our,himself,tend,left,2,charge,4,https://carter.biz/,False
Cody Fisher,+1-717-223-1588,5178700258987429,08/27,412,74153 Walker Freeway,Lake Austin,Kentucky,31154,China,PM,evidence,agree,strategy,2,physical,1,http://king-torres.com/,True
William Pace,001-743-918-7456,2473476016421287,01/33,815,830 Gonzalez Pines,Olsenshire,Maine,60446,Guyana,team,product,join,resource,4,put,1,https://sullivan.info/,True
Andrew Davis,742.489.8994x96367,5409782364653690,04/26,059,394 Holly Radial Suite 877,East Ericport,New Jersey,56212,Romania,true,must,energy,amount,6,think,3,https://martinez.com/,True
Michael Dean,+1-783-833-3703x86445,2601951221998498,12/30,356,23551 Roy Stravenue,Michaelberg,Connecticut,72558,Moldova,fast,focus,church,heavy,2,new,3,http://brown.biz/,True
Anna White,517.352.5583x912,5389397824951313,08/30,652,51794 Gray Road,Cindystad,Utah,80047,Guinea,likely,word,record,hit,9,a,2,http://www.walker-evans.com/,False
Carrie Swanson,001-568-824-2762x25832,2712625834824467,09/29,514,00920 Morris Wells,Elizabethfort,Rhode Island,31585,Swaziland,section,talk,onto,actually,9,operation,1,https://garcia-floyd.org/,True
Casey Smith,+1-322-314-0239x501,5384636166862363,10/25,823,25487 Elliott Mall,Jacksonberg,Ohio,19840,Suriname,kind,admit,near,dream,1,try,5,http://www.ruiz.biz/,True
Eric White,+1-906-534-8203,2294623742175037,12/25,066,19792 Melissa Throughway,Lauraport,Idaho,55880,Namibia,able,pass,crime,one,5,really,1,http://www.baldwin.com/,False
Jasmine Rios,978-913-5318,2411038679337617,06/29,861,0711 Stephanie Mall Suite 986,Mullenburgh,Georgia,73058,United States of America,keep,maybe,real,nation,7,in,1,http://www.powers.com/,True
Michael Norris,001-454-420-0052,5567124961533280,12/28,597,216 Davis Valley Suite 506,Port Kelly,Rhode Island,84833,Monaco,increase,actually,appear,feeling,2,two,3,http://anderson-johnson.info/,False
Benjamin Robinson,+1-786-892-2702,2252639112189382,12/25,662,334 Green Fields Apt. 802,Alyssatown,Indiana,55521,Afghanistan,time,majority,him,anyone,2,where,3,https://singleton.net/,True
Danielle Stanton,567-445-0154,2267926498341429,01/32,951,141 Kim Curve Suite 625,Paulville,South Carolina,27600,Niue,bill,friend,start,resource,3,suffer,1,http://chen-lowe.com/,False
Albert Hughes,(428)790-4811x09621,5324920723108848,01/34,543,8043 Griffin Squares,Lake Kiara,New Jersey,28699,Libyan Arab Jamahiriya,several,before,like,help,8,agency,1,http://ramos.com/,False
Cheryl Kelly,001-285-816-0348x6555,2225241785219440,08/32,071,129 Miller Highway Apt. 160,Port Jefferymouth,Virginia,75691,Norfolk Island,religious,performance,own,enough,8,decide,3,https://www.nelson-benson.net/,False
Claudia Burke,416-407-7670,2719398286336637,11/31,909,42533 Garcia Brook,Jenniferfort,Illinois,83750,Yemen,them,sure,specific,large,2,west,2,http://nichols.info/,False
Tara Morgan,+1-563-349-2144x3953,2265495609812175,01/30,155,2950 Nancy Bridge,Brownborough,West Virginia,90974,Pakistan,ever,program,newspaper,among,1,hope,5,https://baxter.com/,True
Darrell Cameron,+1-313-975-1295x53126,2229436917525609,02/32,836,7319 Garcia Mill,Morrismouth,Illinois,42799,Netherlands,will,affect,owner,force,4,full,4,https://reeves.info/,True
Daniel Waller MD,(593)462-6787x14092,2684489739657421,07/30,349,282 Ethan Dam,Leeside,Oregon,52333,Ecuador,than,type,security,far,6,decade,5,http://patel.biz/,False
Teresa Brown,+1-427-783-3340x4738,2243901968896284,11/31,337,02920 Shawn Run Suite 949,Smithchester,Texas,60930,Botswana,actually,behind,fire,listen,2,seven,4,https://www.salas.com/,False
Stephanie Peters,+1-772-808-2790x702,2227491181863428,01/33,524,1971 Ryan Stravenue Suite 307,Markton,West Virginia,83197,Indonesia,method,follow,street,deal,7,source,4,https://www.chase-long.com/,True
Regina Rubio,519.434.4233,2614398736310758,01/34,878,283 Laura Trail,North Cameronfurt,Wyoming,87832,Ghana,their,avoid,natural,later,7,which,2,https://dean-wilson.com/,True
Stacy Chen,745-423-5846x5329,2292037489523592,07/32,609,03191 Timothy Pass Apt. 591,Karlmouth,Arkansas,83264,Bermuda,behavior,will,compare,music,9,give,2,https://murray.info/,False
Catherine Williams,(937)588-9709x184,2445555749020279,03/27,015,03376 Tracy Throughway,Wumouth,Minnesota,23423,Nepal,sure,soon,feel,career,4,subject,3,http://www.harrington.biz/,False
Jennifer Jensen,312.957.1803,2227530414989516,09/32,077,96669 Sheri Terrace,Lake Michelletown,Pennsylvania,31350,Lithuania,investment,morning,model,religious,1,support,4,http://shepherd.biz/,False
Joshua Galloway,(366)387-9517x021,5597966061518148,04/28,207,287 Cheryl Plains,West Sandy,Ohio,11726,Zambia,attention,even,per,act,7,event,1,https://walters-trujillo.org/,True
Shawn Little,001-759-763-0863,2529334346272157,11/30,171,440 Jennings Trail,Williammouth,Illinois,27321,Comoros,security,minute,great,simply,6,play,1,http://www.davidson.biz/,True
Amber Alexander,+1-739-585-9189x02391,2292762761902319,10/30,598,315 Lucas Run,Melissamouth,Illinois,03743,Honduras,it,throughout,pretty,set,8,join,3,https://www.higgins.org/,False
Adam Carlson,448-517-8518,5440598660388216,06/24,086,973 Robert Villages Suite 930,Heidimouth,Illinois,11278,Guernsey,popular,mouth,approach,manager,3,position,4,http://www.smith.org/,False
Emily Hernandez,335-980-2107,2246177852467139,01/28,126,3694 Rachel Rest,Leonardmouth,Maine,73986,Czech Republic,training,single,data,thank,8,well,1,http://todd.com/,True
Brett Fischer II,776-785-9167x58619,2308793519557354,10/28,797,136 Paula Heights Suite 500,West Nicole,Wisconsin,94649,India,everyone,stay,direction,early,9,traditional,3,http://murray-valenzuela.org/,True
Deborah Scott,001-399-760-8180x620,2705586776763684,07/30,099,07319 Michael Forges,Port Tara,Ohio,08057,Puerto Rico,investment,family,smile,throughout,3,participant,4,https://www.mcfarland.info/,False
Gregory Smith,929.317.1411,2229475281557830,07/31,986,14245 Martinez Knolls Apt. 658,East Amy,Washington,35265,Tunisia,sense,street,prevent,treat,4,politics,2,http://lee.info/,True
